Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2018-08-06 12-PM,BTCEUR,6046.9,6048.2,6020.5,6037.8,69.62,420409.24
2018-08-06 11-AM,BTCEUR,6049.5,6049.7,5996.4,6046.9,226.88,1368306.31
2018-08-06 10-AM,BTCEUR,6021,6049.7,6013.1,6049.5,132.64,800771.94
2018-08-06 09-AM,BTCEUR,6025.2,6060.2,6018.9,6021,103.41,624522.61
2018-08-06 08-AM,BTCEUR,6069,6069,6019,6025.2,194.41,1173480.19
2018-08-06 07-AM,BTCEUR,6124.2,6135.2,6040.7,6069,179.48,1091325.6
2018-08-06 06-AM,BTCEUR,6132.5,6156.3,6120.9,6124.2,100.08,614592.71
2018-08-06 05-AM,BTCEUR,6123,6139.7,6105.2,6132.5,59.13,362069.34
2018-08-06 04-AM,BTCEUR,6130.1,6151.4,6123,6123,56.81,348504.58
2018-08-06 03-AM,BTCEUR,6159.8,6159.8,6128.3,6130.1,40.22,247133.79
2018-08-06 02-AM,BTCEUR,6161,6173.5,6149.9,6159.8,75.13,462595.1
2018-08-06 01-AM,BTCEUR,6085.6,6182,6083.5,6161,101.67,624188.66
2018-08-06 12-AM,BTCEUR,6071.5,6113.5,6057.5,6085.6,32.51,198044.38
2018-08-05 11-PM,BTCEUR,6072.7,6085.3,6054.4,6071.5,61.88,375537.91
2018-08-05 10-PM,BTCEUR,6086,6096.6,6052.5,6072.7,33.98,206145.72
2018-08-05 09-PM,BTCEUR,6082.1,6102.3,6074,6086,99.62,606589.37
2018-08-05 08-PM,BTCEUR,6060.8,6111.5,6048.5,6082.1,180.76,1099508.61
2018-08-05 07-PM,BTCEUR,6049.6,6078.5,6048.3,6060.8,93.62,567467.93
2018-08-05 06-PM,BTCEUR,6032.4,6054.7,6015,6049.6,40.32,243438.09
2018-08-05 05-PM,BTCEUR,6040,6050.8,5990,6032.4,122.96,739543.88
2018-08-05 04-PM,BTCEUR,6045.1,6070,6034.7,6040,93.82,568164.84
2018-08-05 03-PM,BTCEUR,5976,6076.1,5975.9,6045.1,173.84,1049618.13
2018-08-05 02-PM,BTCEUR,6020.3,6023.3,5939.2,5976,242.5,1450724.56
2018-08-05 01-PM,BTCEUR,6084.2,6086.4,6006.5,6020.3,158.54,956811.76
2018-08-05 12-PM,BTCEUR,6070.9,6093.1,6068.3,6084.2,171.37,1042322.4
2018-08-05 11-AM,BTCEUR,6081.4,6086.7,6059.9,6070.9,129.58,786137.28
2018-08-05 10-AM,BTCEUR,6091.1,6123.6,6078.8,6081.4,190.41,1161229.84
2018-08-05 09-AM,BTCEUR,6036.6,6112,6021.2,6091.1,200.96,1219846.2
2018-08-05 08-AM,BTCEUR,5990.9,6052.1,5979.6,6036.6,141.36,852014.73
2018-08-05 07-AM,BTCEUR,6008.6,6019.3,5977.2,5990.9,115.0,689463.72
2018-08-05 06-AM,BTCEUR,6022.7,6025.4,6002.4,6008.6,30.47,183211.84
2018-08-05 05-AM,BTCEUR,6019,6037.3,6008.7,6022.7,16.48,99212.82
2018-08-05 04-AM,BTCEUR,6046.6,6050,6016.3,6019,15.46,93178.38
2018-08-05 03-AM,BTCEUR,5985,6046.6,5985,6046.6,51.69,310273.7
2018-08-05 02-AM,BTCEUR,5977.6,6010,5958,5985,110.8,663636.68
2018-08-05 01-AM,BTCEUR,5979.1,6022.9,5944.2,5977.6,378.74,2260085.1
2018-08-05 12-AM,BTCEUR,6048.5,6060.8,5970,5979.1,195.81,1176865.94
2018-08-04 11-PM,BTCEUR,6046.4,6055.9,6042,6048.5,36.48,220618.94
2018-08-04 10-PM,BTCEUR,6036.8,6063.4,6036.5,6046.4,26.26,158932.04
2018-08-04 09-PM,BTCEUR,6031.2,6077.4,6022.7,6036.8,171.07,1035341.85
2018-08-04 08-PM,BTCEUR,6036.6,6043.7,6013.2,6031.2,43.27,260886.79
2018-08-04 07-PM,BTCEUR,6018.6,6043.7,6005.9,6036.6,70.15,422898.07
2018-08-04 06-PM,BTCEUR,6028.2,6055.3,6015,6018.6,150.0,904270.74
2018-08-04 05-PM,BTCEUR,6030.3,6062.9,5981.5,6028.2,558.98,3360883.23
2018-08-04 04-PM,BTCEUR,6020,6062.3,6005,6030.3,229.35,1385085.3
2018-08-04 03-PM,BTCEUR,6084.4,6101,6000,6020,907.06,5479885.09
2018-08-04 02-PM,BTCEUR,6267.9,6267.9,6037.5,6084.4,970.15,5937901.24
2018-08-04 01-PM,BTCEUR,6266.5,6290.6,6248.9,6267.9,194.5,1218682.85
2018-08-04 12-PM,BTCEUR,6391.2,6417.9,6230,6266.5,837.17,5294636.85
2018-08-04 11-AM,BTCEUR,6400.5,6410.7,6378.9,6391.2,90.02,575092.02
2018-08-04 10-AM,BTCEUR,6437.4,6441,6373.6,6400.5,78.68,503706.22
2018-08-04 09-AM,BTCEUR,6440,6440,6408.6,6437.4,32.91,211641.7
2018-08-04 08-AM,BTCEUR,6429.9,6459.3,6429.5,6440,63.96,412164.96
2018-08-04 07-AM,BTCEUR,6406.4,6436,6403.5,6429.9,38.47,247220.03
2018-08-04 06-AM,BTCEUR,6424.4,6432.7,6395.9,6406.4,84.62,542480.99
2018-08-04 05-AM,BTCEUR,6446.1,6446.8,6424.4,6424.4,23.61,152029.47
2018-08-04 04-AM,BTCEUR,6444.1,6451.8,6431.8,6446.1,24.25,156165.46
2018-08-04 03-AM,BTCEUR,6449.2,6454.2,6439.8,6444.1,20.95,135019.12
2018-08-04 02-AM,BTCEUR,6450,6459.9,6435.2,6449.2,60.82,392520.3
2018-08-04 01-AM,BTCEUR,6444.7,6450,6420,6450,84.52,544057.01
2018-08-04 12-AM,BTCEUR,6400,6467.5,6374.1,6444.7,122.13,784157.16
2018-08-03 11-PM,BTCEUR,6411.3,6420,6349,6400,198.51,1268254.34
2018-08-03 10-PM,BTCEUR,6409.7,6423.5,6400.6,6411.3,53.55,343142.59
2018-08-03 09-PM,BTCEUR,6386.7,6438,6386,6409.7,160.58,1030049.16
2018-08-03 08-PM,BTCEUR,6372.9,6402.5,6371.1,6386.7,115.38,736884.0
2018-08-03 07-PM,BTCEUR,6452.7,6458.9,6360.2,6372.9,230.94,1475869.35
2018-08-03 06-PM,BTCEUR,6496.2,6499.9,6445,6452.7,145.92,945286.89
2018-08-03 05-PM,BTCEUR,6449.9,6506.2,6449.8,6496.2,273.14,1770195.4
2018-08-03 04-PM,BTCEUR,6445.5,6449.9,6433,6449.9,71.69,461915.86
2018-08-03 03-PM,BTCEUR,6443.5,6455.5,6434.8,6445.5,237.41,1530262.14
2018-08-03 02-PM,BTCEUR,6424,6469.2,6410.7,6443.5,500.0,3222200.97
2018-08-03 01-PM,BTCEUR,6374.5,6424,6346,6424,349.21,2228113.44
2018-08-03 12-PM,BTCEUR,6337,6380,6328.4,6374.5,217.98,1382953.95
2018-08-03 11-AM,BTCEUR,6354.2,6357.7,6298.2,6337,374.53,2365874.15
2018-08-03 10-AM,BTCEUR,6350.9,6375.2,6337.1,6354.2,167.79,1066381.35
2018-08-03 09-AM,BTCEUR,6370.6,6370.6,6332.6,6350.9,174.93,1110638.21
2018-08-03 08-AM,BTCEUR,6385.1,6406.4,6361.8,6370.6,211.14,1347643.32
2018-08-03 07-AM,BTCEUR,6349.5,6387,6300.7,6385.1,327.06,2068485.33
2018-08-03 06-AM,BTCEUR,6310,6351.9,6304.5,6349.5,99.73,631439.27
2018-08-03 05-AM,BTCEUR,6340.1,6342.6,6309.1,6310,72.44,458037.08
2018-08-03 04-AM,BTCEUR,6329.4,6355.1,6279.6,6340.1,235.11,1481446.55
2018-08-03 03-AM,BTCEUR,6345.1,6349.4,6328,6329.4,23.7,150190.35
2018-08-03 02-AM,BTCEUR,6335.4,6349.1,6318.1,6345.1,97.88,619717.08
2018-08-03 01-AM,BTCEUR,6373,6375,6312.3,6335.4,347.59,2208405.41
2018-08-03 12-AM,BTCEUR,6499.1,6499.1,6352,6373,450.83,2891063.05
2018-08-02 11-PM,BTCEUR,6513.3,6524.2,6492.4,6499.1,48.19,313783.65
2018-08-02 10-PM,BTCEUR,6493.4,6541.3,6481.1,6513.3,139.78,910763.86
2018-08-02 09-PM,BTCEUR,6505,6515.3,6464.2,6493.4,147.0,953797.62
2018-08-02 08-PM,BTCEUR,6489.9,6522.1,6489.9,6505,67.22,437323.77
2018-08-02 07-PM,BTCEUR,6464.9,6510.1,6464.9,6489.9,138.42,898939.66
2018-08-02 06-PM,BTCEUR,6460.7,6478.9,6446.8,6464.9,83.24,537765.96
2018-08-02 05-PM,BTCEUR,6500,6516.1,6460.2,6460.7,112.22,728555.98
2018-08-02 04-PM,BTCEUR,6469.6,6519.9,6411.8,6500,266.57,1726509.13
2018-08-02 03-PM,BTCEUR,6481.8,6499,6455.5,6469.6,113.25,733932.15
2018-08-02 02-PM,BTCEUR,6439.4,6497.4,6432.3,6481.8,238.94,1546809.21
2018-08-02 01-PM,BTCEUR,6465.2,6482.9,6400,6439.4,237.98,1532614.45
2018-08-02 12-PM,BTCEUR,6494.7,6520.4,6440,6465.2,214.9,1394379.44
2018-08-02 11-AM,BTCEUR,6509.5,6510,6463.2,6494.7,105.54,685235.88
2018-08-02 10-AM,BTCEUR,6543.1,6544.2,6467.7,6509.5,256.69,1669077.02
2018-08-02 09-AM,BTCEUR,6551,6579.2,6519.2,6543.1,140.68,921983.23
2018-08-02 08-AM,BTCEUR,6582,6589.6,6540.1,6551,125.01,821145.65
2018-08-02 07-AM,BTCEUR,6556.8,6600,6556.8,6582,197.78,1303304.15
2018-08-02 06-AM,BTCEUR,6550,6573.8,6549.9,6556.8,60.07,394017.11
2018-08-02 05-AM,BTCEUR,6543,6564.7,6528.6,6550,46.37,303768.35
2018-08-02 04-AM,BTCEUR,6550.6,6556.4,6528.6,6543,34.05,222850.09
2018-08-02 03-AM,BTCEUR,6566,6572.5,6524,6550.6,45.48,297544.92
2018-08-02 02-AM,BTCEUR,6579.2,6589.9,6542.7,6566,136.41,896445.64
2018-08-02 01-AM,BTCEUR,6557,6594.9,6536.5,6579.2,85.54,562129.57
2018-08-02 12-AM,BTCEUR,6499.7,6566.4,6495.9,6557,145.77,952549.69
2018-08-01 11-PM,BTCEUR,6494.2,6513.6,6469.4,6499.7,142.44,925306.1
2018-08-01 10-PM,BTCEUR,6394,6520,6353,6494.2,438.68,2831625.26
2018-08-01 09-PM,BTCEUR,6395,6428,6355,6394,373.17,2384832.48
2018-08-01 08-PM,BTCEUR,6468,6468,6361.5,6395,755.86,4845315.23
2018-08-01 07-PM,BTCEUR,6457.5,6485,6454.1,6468,71.96,465812.83
2018-08-01 06-PM,BTCEUR,6451.6,6470,6448.1,6457.5,47.17,304558.36
2018-08-01 05-PM,BTCEUR,6461.7,6490.4,6448.4,6451.6,133.37,862579.43
2018-08-01 04-PM,BTCEUR,6509.9,6511.3,6432.8,6461.7,817.31,5272769.27
2018-08-01 03-PM,BTCEUR,6485.5,6518.1,6482.4,6509.9,97.65,635042.0
2018-08-01 02-PM,BTCEUR,6517.3,6529.9,6477.3,6485.5,123.15,800555.44
2018-08-01 01-PM,BTCEUR,6475.9,6521,6475,6517.3,244.55,1589525.31
2018-08-01 12-PM,BTCEUR,6472.5,6500,6453.5,6475.9,129.37,837720.26
2018-08-01 11-AM,BTCEUR,6468.8,6472.5,6430.6,6472.5,182.2,1175714.46
2018-08-01 10-AM,BTCEUR,6500.1,6500.1,6434.2,6468.8,454.72,2937498.06
2018-08-01 09-AM,BTCEUR,6528.5,6536.2,6500,6500.1,176.27,1148423.81
2018-08-01 08-AM,BTCEUR,6465.8,6552.2,6462.2,6528.5,397.48,2587552.74
2018-08-01 07-AM,BTCEUR,6473.1,6476.4,6444.9,6465.8,105.94,684076.22
2018-08-01 06-AM,BTCEUR,6447.8,6482.1,6438.2,6473.1,212.55,1373332.84
2018-08-01 05-AM,BTCEUR,6449,6479.7,6375.8,6447.8,508.52,3270817.15
2018-08-01 04-AM,BTCEUR,6450,6479.2,6438.8,6449,74.41,480501.41
2018-08-01 03-AM,BTCEUR,6459.5,6464.8,6418.8,6450,88.21,568459.33
2018-08-01 02-AM,BTCEUR,6459,6482.7,6406.1,6459.5,284.35,1831101.39
2018-08-01 01-AM,BTCEUR,6551.1,6568.2,6459,6459,336.65,2190796.71
2018-08-01 12-AM,BTCEUR,6600.6,6630.1,6546,6551.1,226.27,1490571.65
2018-07-31 11-PM,BTCEUR,6573,6639.9,6529.5,6600.6,542.8,3579400.48
2018-07-31 10-PM,BTCEUR,6586.5,6595.4,6558.2,6573,155.15,1020230.76
2018-07-31 09-PM,BTCEUR,6567.7,6606.1,6564,6586.5,221.32,1457407.07
2018-07-31 08-PM,BTCEUR,6624,6626.8,6542.2,6567.7,304.06,1999116.55
2018-07-31 07-PM,BTCEUR,6615,6633.5,6604.8,6624,124.55,824379.46
2018-07-31 06-PM,BTCEUR,6605.9,6642.5,6567.4,6615,182.68,1205814.99
2018-07-31 05-PM,BTCEUR,6663.7,6678.8,6588,6605.9,329.5,2185590.52
2018-07-31 04-PM,BTCEUR,6625.9,6667.5,6594.5,6663.7,336.58,2229613.77
2018-07-31 03-PM,BTCEUR,6610.7,6652.7,6550,6625.9,604.9,3995668.43
2018-07-31 02-PM,BTCEUR,6605.1,6649.5,6551,6610.7,525.38,3466547.6
2018-07-31 01-PM,BTCEUR,6643.7,6682.3,6574.8,6605.1,518.87,3441037.3
2018-07-31 12-PM,BTCEUR,6792.1,6792.5,6555.1,6643.7,1249.23,8322514.16
2018-07-31 11-AM,BTCEUR,6771.4,6821.1,6762.5,6792.1,300.94,2046547.37
2018-07-31 10-AM,BTCEUR,6823,6839,6739,6771.4,364.85,2473084.51
2018-07-31 09-AM,BTCEUR,6823.4,6871.5,6768.5,6823,482.87,3298680.0
2018-07-31 08-AM,BTCEUR,6920,6920,6747,6823.4,551.88,3779514.01
2018-07-31 07-AM,BTCEUR,6930.1,6931.2,6903.3,6920,129.32,894833.77
2018-07-31 06-AM,BTCEUR,6927.1,6954.1,6919.3,6930.1,46.88,325299.93
2018-07-31 05-AM,BTCEUR,6915.6,6939.6,6908.6,6927.1,54.57,377676.96
2018-07-31 04-AM,BTCEUR,6922.2,6922.5,6882,6915.6,61.03,421394.55
2018-07-31 03-AM,BTCEUR,6918.7,6925.6,6916.1,6922.2,29.44,203754.95
2018-07-31 02-AM,BTCEUR,6915,6935.2,6915,6918.7,24.94,172831.44
2018-07-31 01-AM,BTCEUR,6921.3,6933.6,6897.5,6915,26.15,180752.81
2018-07-31 12-AM,BTCEUR,6966.6,6967.7,6918,6921.3,88.44,613398.02
2018-07-30 11-PM,BTCEUR,6956.8,6974.3,6950.3,6966.6,64.6,450067.58
2018-07-30 10-PM,BTCEUR,6938,6989.9,6935.8,6956.8,198.46,1381501.15
2018-07-30 09-PM,BTCEUR,6959.5,6961.1,6918.9,6938,91.71,636210.88
2018-07-30 08-PM,BTCEUR,6924.1,6999.9,6881.1,6959.5,549.24,3812131.95
2018-07-30 07-PM,BTCEUR,6800.4,6951.3,6795,6924.1,719.46,4949812.18
2018-07-30 06-PM,BTCEUR,6750.6,6803.7,6703.4,6800.4,626.1,4230352.29
2018-07-30 05-PM,BTCEUR,6928.6,6928.7,6733,6750.6,685.87,4680040.48
2018-07-30 04-PM,BTCEUR,6930.3,6940.7,6905,6928.6,190.4,1317468.42
2018-07-30 03-PM,BTCEUR,6975.6,6987.9,6925,6930.3,195.49,1360094.67
2018-07-30 02-PM,BTCEUR,6936.4,6987,6936.4,6975.6,307.64,2140526.41
2018-07-30 01-PM,BTCEUR,6955.2,6957.3,6925.1,6936.4,171.33,1189274.39
2018-07-30 12-PM,BTCEUR,6975,6988,6943.7,6955.2,183.11,1274685.86
2018-07-30 11-AM,BTCEUR,6975,6975,6950,6975,120.31,837564.18
2018-07-30 10-AM,BTCEUR,6982,6982,6960.1,6975,125.33,873733.51
2018-07-30 09-AM,BTCEUR,6989.7,6990,6969.4,6982,103.81,725087.79
2018-07-30 08-AM,BTCEUR,6993.7,7015,6977.2,6989.7,108.86,761886.9
2018-07-30 07-AM,BTCEUR,6969.9,6994.2,6965,6993.7,93.17,650729.55
2018-07-30 06-AM,BTCEUR,7008.1,7014.9,6958,6969.9,126.73,884492.51
2018-07-30 05-AM,BTCEUR,7008.2,7021.5,7006.3,7008.1,14.68,102907.31
2018-07-30 04-AM,BTCEUR,7009.5,7029.8,6994.3,7008.2,54.3,380557.96
2018-07-30 03-AM,BTCEUR,7027.6,7059.9,7002.2,7009.5,41.61,292467.91
2018-07-30 02-AM,BTCEUR,7036,7044.4,7020.4,7027.6,20.04,140901.53
2018-07-30 01-AM,BTCEUR,6992,7100,6975.2,7036,265.89,1877524.08
2018-07-30 12-AM,BTCEUR,7041.8,7046.1,6913.7,6992,508.28,3539971.1
2018-07-29 11-PM,BTCEUR,7020.7,7080,7015.2,7041.8,120.47,849755.88
2018-07-29 10-PM,BTCEUR,7014.8,7023,7007.3,7020.7,27.71,194364.36
2018-07-29 09-PM,BTCEUR,7017.9,7039,7010,7014.8,42.79,300611.93
2018-07-29 08-PM,BTCEUR,7038.8,7040,7016,7017.9,47.89,336595.96
2018-07-29 07-PM,BTCEUR,7044.2,7050,7031.5,7038.8,45.07,317411.28
2018-07-29 06-PM,BTCEUR,7017.3,7049.9,7017.3,7044.2,40.29,283409.03
2018-07-29 05-PM,BTCEUR,7011,7020.8,7007.9,7017.3,36.0,252609.68
2018-07-29 04-PM,BTCEUR,7045,7045,7002.1,7011,79.81,559905.41
2018-07-29 03-PM,BTCEUR,7041.2,7049.9,7032.1,7045,37.88,266693.33
2018-07-29 02-PM,BTCEUR,7028.9,7049.9,7028,7041.2,127.21,896139.37
2018-07-29 01-PM,BTCEUR,7045,7045,7010.1,7028.9,33.04,232207.0
2018-07-29 12-PM,BTCEUR,6997.8,7045.1,6995,7045,90.87,638072.77
2018-07-29 11-AM,BTCEUR,6993.5,7000,6969,6997.8,114.47,799008.77
2018-07-29 10-AM,BTCEUR,6996.8,7006.7,6966,6993.5,143.01,998667.26
2018-07-29 09-AM,BTCEUR,6999,7013.1,6979.2,6996.8,38.84,271692.78
2018-07-29 08-AM,BTCEUR,7013,7013.3,6982,6999,103.53,723971.28
2018-07-29 07-AM,BTCEUR,7029.9,7045.1,7011.1,7013,50.24,353379.04
2018-07-29 06-AM,BTCEUR,7029.8,7049.9,7028,7029.9,50.5,355645.74
2018-07-29 05-AM,BTCEUR,7026.9,7042.4,7021.8,7029.8,39.8,279821.14
2018-07-29 04-AM,BTCEUR,7049.4,7049.9,7022.7,7026.9,106.29,748010.0
2018-07-29 03-AM,BTCEUR,7060.1,7068.1,7036.3,7049.4,11.91,83951.15
2018-07-29 02-AM,BTCEUR,7070.1,7092.9,7060.1,7060.1,31.23,221010.39
2018-07-29 01-AM,BTCEUR,7072.1,7072.9,7045.4,7070.1,66.04,466417.83
2018-07-29 12-AM,BTCEUR,7055.1,7116.7,7048.9,7072.1,173.65,1230392.9
2018-07-28 11-PM,BTCEUR,7025.1,7057.9,7021.5,7055.1,100.76,709385.74
2018-07-28 10-PM,BTCEUR,7015.8,7026.5,7007.8,7025.1,21.0,147376.24
2018-07-28 09-PM,BTCEUR,7011.4,7019.1,7005,7015.8,21.92,153631.17
2018-07-28 08-PM,BTCEUR,7027.9,7028.7,7001,7011.4,27.03,189570.51
2018-07-28 07-PM,BTCEUR,7023.4,7040.2,7023.2,7027.9,27.77,195358.53
2018-07-28 06-PM,BTCEUR,7020,7038,7000,7023.4,61.15,428848.11
2018-07-28 05-PM,BTCEUR,7018.8,7040.4,6994.1,7020,75.78,532029.99
2018-07-28 04-PM,BTCEUR,6962.7,7023,6962.7,7018.8,149.38,1045031.17
2018-07-28 03-PM,BTCEUR,6990,7006.1,6923.9,6962.7,273.38,1902990.53
2018-07-28 02-PM,BTCEUR,6991.7,7013.2,6956.6,6990,177.59,1240800.36
2018-07-28 01-PM,BTCEUR,7010.3,7023.6,6991.7,6991.7,54.48,381807.78
2018-07-28 12-PM,BTCEUR,7012,7027.7,7001.9,7010.3,53.11,372543.6
2018-07-28 11-AM,BTCEUR,7010.8,7050,6980,7012,149.84,1050344.13
2018-07-28 10-AM,BTCEUR,7014.7,7027.7,7002.6,7010.8,62.38,437961.32
2018-07-28 09-AM,BTCEUR,7027.6,7027.6,7002.3,7014.7,72.18,506280.22
2018-07-28 08-AM,BTCEUR,7029.5,7039.1,7020.4,7027.6,39.41,277038.75
2018-07-28 07-AM,BTCEUR,7024.5,7034.3,7008.1,7029.5,44.35,311473.8
2018-07-28 06-AM,BTCEUR,7011.3,7024.5,6999.9,7024.5,31.55,221206.39
2018-07-28 05-AM,BTCEUR,7043.6,7058.8,7009.8,7011.3,51.47,362629.95
2018-07-28 04-AM,BTCEUR,7002.2,7043.6,7001.9,7043.6,56.56,397263.95
2018-07-28 03-AM,BTCEUR,7008.8,7009.6,6990.1,7002.2,21.48,150349.17
2018-07-28 02-AM,BTCEUR,7009.5,7014.2,7000.9,7008.8,15.76,110496.75
2018-07-28 01-AM,BTCEUR,7004.9,7018.8,6985,7009.5,31.15,218252.22
2018-07-28 12-AM,BTCEUR,7008.7,7049.4,6983.9,7004.9,116.15,814522.62
2018-07-27 11-PM,BTCEUR,7064.5,7083,6969,7008.7,243.29,1705431.68
2018-07-27 10-PM,BTCEUR,7072.3,7079.5,7048,7064.5,52.05,367780.47
2018-07-27 09-PM,BTCEUR,7045,7079.4,7045,7072.3,102.19,721857.17
2018-07-27 08-PM,BTCEUR,7039.8,7055.4,7029.1,7045,90.07,634458.43
2018-07-27 07-PM,BTCEUR,7078.8,7091.1,7031.2,7039.8,277.07,1954327.52
2018-07-27 06-PM,BTCEUR,7000,7090,6999.9,7078.8,254.21,1793140.29
2018-07-27 05-PM,BTCEUR,7014.3,7019.1,6990.2,7000,99.99,700484.89
2018-07-27 04-PM,BTCEUR,6979.9,7064,6979.8,7014.3,341.83,2397941.36
2018-07-27 03-PM,BTCEUR,6717.8,7036.5,6714.9,6979.9,1412.33,9802371.18
2018-07-27 02-PM,BTCEUR,6759.9,6763,6713.2,6717.8,152.05,1024688.71
2018-07-27 01-PM,BTCEUR,6736.3,6778.8,6677.7,6759.9,401.13,2700050.75
2018-07-27 12-PM,BTCEUR,6808.6,6810,6712.3,6736.3,511.55,3460239.09
2018-07-27 11-AM,BTCEUR,6838.8,6841.7,6792.9,6808.6,156.82,1068849.87
2018-07-27 10-AM,BTCEUR,6845.5,6846,6809.9,6838.8,165.45,1129286.17
2018-07-27 09-AM,BTCEUR,6856.4,6875.2,6842.4,6845.5,197.61,1355026.1
2018-07-27 08-AM,BTCEUR,6792.5,6872.1,6786,6856.4,379.84,2593032.73
2018-07-27 07-AM,BTCEUR,6787.9,6797.3,6762.6,6792.5,146.91,996058.64
2018-07-27 06-AM,BTCEUR,6798.5,6798.5,6768.8,6787.9,137.54,933411.99
2018-07-27 05-AM,BTCEUR,6809.4,6809.4,6785.2,6798.5,84.25,572769.61
2018-07-27 04-AM,BTCEUR,6763.1,6814.1,6763.1,6809.4,94.64,643191.76
2018-07-27 03-AM,BTCEUR,6760,6780.4,6747.8,6763.1,123.76,836582.2
2018-07-27 02-AM,BTCEUR,6780.3,6794.7,6758.3,6760,54.3,368047.9
2018-07-27 01-AM,BTCEUR,6790.1,6806.2,6756.6,6780.3,142.76,968000.19
2018-07-27 12-AM,BTCEUR,6800.4,6816.9,6778,6790.1,153.15,1040878.18
2018-07-26 11-PM,BTCEUR,6796.9,6816.9,6732.4,6800.4,530.27,3591524.33
2018-07-26 10-PM,BTCEUR,6830,6894.8,6779.9,6796.9,573.4,3916623.59
2018-07-26 09-PM,BTCEUR,6981.4,7000,6775.1,6830,1436.02,9869502.01
2018-07-26 08-PM,BTCEUR,7093.6,7121.8,6956.5,6981.4,591.41,4174917.64
2018-07-26 07-PM,BTCEUR,7068.1,7094,7061.8,7093.6,151.41,1071214.39
2018-07-26 06-PM,BTCEUR,7050.1,7069.9,7046.4,7068.1,87.67,618759.88
2018-07-26 05-PM,BTCEUR,7036.8,7066.1,7036.8,7050.1,149.27,1053041.93
2018-07-26 04-PM,BTCEUR,7041.5,7049,7018.3,7036.8,153.62,1080812.82
2018-07-26 03-PM,BTCEUR,7049.7,7050,7035,7041.5,91.55,644537.7
2018-07-26 02-PM,BTCEUR,7030.9,7049.9,7001.9,7049.7,165.22,1161744.82
2018-07-26 01-PM,BTCEUR,7034.7,7048.8,7016.3,7030.9,161.94,1139100.57
2018-07-26 12-PM,BTCEUR,7048.8,7048.8,6986.1,7034.7,285.06,1998519.63
2018-07-26 11-AM,BTCEUR,7083.7,7084.6,7030.5,7048.8,174.61,1232112.64
2018-07-26 10-AM,BTCEUR,7063,7099,7062,7083.7,194.21,1375238.09
2018-07-26 09-AM,BTCEUR,7043,7091.2,7043,7063,193.54,1369102.36
2018-07-26 08-AM,BTCEUR,7033,7063,7028.8,7043,152.81,1076832.79
2018-07-26 07-AM,BTCEUR,7044.1,7080,7018.7,7033,275.48,1943643.24
2018-07-26 06-AM,BTCEUR,6987,7053.2,6981.8,7044.1,209.91,1472092.13
2018-07-26 05-AM,BTCEUR,7005.8,7015.7,6979.9,6987,85.44,597775.6
2018-07-26 04-AM,BTCEUR,7006.2,7007.9,6989,7005.8,76.57,536025.98
2018-07-26 03-AM,BTCEUR,6973.6,7009.9,6961.4,7006.2,71.15,497535.32
2018-07-26 02-AM,BTCEUR,6998.2,6999.9,6965.3,6973.6,70.06,489223.76
2018-07-26 01-AM,BTCEUR,7006.5,7016.3,6981.8,6998.2,26.3,183909.6
2018-07-26 12-AM,BTCEUR,6954.6,7025.7,6952.5,7006.5,77.49,541452.59
2018-07-25 11-PM,BTCEUR,7037,7044,6943.3,6954.6,160.05,1117678.95
2018-07-25 10-PM,BTCEUR,7059.6,7099.5,7006.7,7037,329.54,2321947.55
2018-07-25 09-PM,BTCEUR,6971.3,7098,6966.3,7059.6,395.47,2784401.76
2018-07-25 08-PM,BTCEUR,6957.3,6971.5,6925.9,6971.3,115.65,802774.51
2018-07-25 07-PM,BTCEUR,6898.9,6957.7,6897.8,6957.3,141.82,981004.79
2018-07-25 06-PM,BTCEUR,6936.6,6942.6,6897.1,6898.9,146.37,1011962.5
2018-07-25 05-PM,BTCEUR,6983.9,6984.4,6920.9,6936.6,103.07,715947.71
2018-07-25 04-PM,BTCEUR,6946.6,7000,6918.8,6983.9,296.83,2064330.0
2018-07-25 03-PM,BTCEUR,7002.9,7013,6876.3,6946.6,926.98,6431056.47
2018-07-25 02-PM,BTCEUR,7007.2,7027.6,6984.7,7002.9,201.86,1412519.45
2018-07-25 01-PM,BTCEUR,7009.4,7030.2,6963.5,7007.2,299.79,2100987.22
2018-07-25 12-PM,BTCEUR,6987.6,7027,6986.7,7009.4,104.9,735042.66
2018-07-25 11-AM,BTCEUR,7020.4,7030,6979.9,6987.6,253.23,1773680.28
2018-07-25 10-AM,BTCEUR,7038.4,7038.7,6963.2,7020.4,477.78,3337900.33
2018-07-25 09-AM,BTCEUR,7095,7095.1,7021.4,7038.4,303.02,2136880.61
2018-07-25 08-AM,BTCEUR,7132,7132.3,7054.4,7095,321.08,2277127.23
2018-07-25 07-AM,BTCEUR,7129.5,7153.2,7114,7132,121.51,867261.62
2018-07-25 06-AM,BTCEUR,7206.3,7214.9,7076.8,7129.5,280.41,2000273.08
2018-07-25 05-AM,BTCEUR,7200.6,7215.8,7177.9,7206.3,164.22,1182554.94
2018-07-25 04-AM,BTCEUR,7144.9,7208.7,7127.8,7200.6,108.54,777918.44
2018-07-25 03-AM,BTCEUR,7128.9,7158.4,7102.1,7144.9,55.07,392887.62
